,,,,,,pause
sw2533B-ms98-a-0049,A.59,206.073375,206.516,[silence],0.442625,4
sw2533A-ms98-a-0035,B.58,206.306625,206.696625,baseball,0.39,
sw2533B-ms98-a-0050,A.59,206.516,206.746,[silence],0.23,4
sw2533A-ms98-a-0035,B.58,206.696625,207.226625,tickets,0.53,
sw2533B-ms98-a-0050,A.59,206.746,207.336,---,0.59,
sw2533A-ms98-a-0035,B.60,207.226625,207.475375,[silence],0.24875,4
sw2533B-ms98-a-0050,A.59,207.336,207.496,with,0.16,
sw2533A-ms98-a-0036,B.60,207.475375,209.488625,[silence],2.01325,4
sw2533B-ms98-a-0050,A.59,207.496,207.866,baseball,0.37,
sw2533B-ms98-a-0050,A.59,207.866,208.146,tickets,0.28,
sw2533B-ms98-a-0050,A.59,208.146,208.296,and,0.15,
sw2533B-ms98-a-0050,A.59,208.296,208.536,we,0.24,
sw2533B-ms98-a-0050,A.59,208.536,208.746,ended,0.21,
sw2533B-ms98-a-0050,A.59,208.746,208.916,up,0.17,
sw2533B-ms98-a-0050,A.59,208.916,209.146,with,0.23,
sw2533B-ms98-a-0050,A.59,209.146,209.306,them,0.16,
sw2533B-ms98-a-0050,A.59,209.306,209.613,right,0.307,
sw2533A-ms98-a-0037,B.60,209.488625,209.958625,[silence],0.47,4
sw2533B-ms98-a-0050,A.59,209.613,209.963375,[silence],0.350375,4
sw2533A-ms98-a-0037,B.60,209.958625,210.458625,Yeah,0.5,
sw2533B-ms98-a-0050,A.59,209.963375,210.456,And,0.492625,
sw2533B-ms98-a-0050,A.59,210.456,210.566,so,0.11,
sw2533A-ms98-a-0037,B.62,210.458625,210.638625,---,0.18,
sw2533B-ms98-a-0050,A.59,210.566,210.676,we,0.11,
sw2533A-ms98-a-0037,B.62,210.638625,210.868625,---,0.23,
sw2533B-ms98-a-0050,A.59,210.676,210.826,were,0.15,
sw2533B-ms98-a-0050,A.61,210.826,211.216,walking,0.39,
sw2533A-ms98-a-0037,B.62,210.868625,211.26825,---,0.399625,
sw2533B-ms98-a-0050,A.61,211.216,211.426,up,0.21,
sw2533A-ms98-a-0037,B.62,211.26825,212.22525,[silence],0.957,4
sw2533B-ms98-a-0050,A.61,211.426,211.526,and,0.1,
sw2533B-ms98-a-0050,A.61,211.526,211.586,I,0.06,
sw2533B-ms98-a-0050,A.61,211.586,211.796,looked,0.21,
sw2533B-ms98-a-0050,A.61,211.796,211.856,at,0.06,
sw2533B-ms98-a-0050,A.61,211.856,211.936,my,0.08,
sw2533B-ms98-a-0050,A.61,211.936,212.256,husband,0.32,
sw2533A-ms98-a-0038,B.62,212.22525,220.51825,[silence],8.293,4
sw2533B-ms98-a-0050,A.61,212.256,212.346,and,0.09,
sw2533B-ms98-a-0050,A.61,212.346,212.376,I,0.03,
sw2533B-ms98-a-0050,A.61,212.376,212.486,said,0.11,
sw2533B-ms98-a-0050,A.61,212.486,212.556,you,0.07,
sw2533B-ms98-a-0050,A.61,212.556,212.686,know,0.13,
sw2533B-ms98-a-0050,A.61,212.686,212.876,what,0.19,
sw2533B-ms98-a-0050,A.61,212.876,213.20525,Kyle,0.32925,
sw2533B-ms98-a-0050,A.61,213.20525,213.65025,[silence],0.445,2
sw2533B-ms98-a-0051,A.61,213.65025,213.94025,[silence],0.29,2
sw2533B-ms98-a-0051,A.61,213.94025,214.12025,this,0.18,
sw2533B-ms98-a-0051,A.61,214.12025,214.33025,is,0.21,
sw2533B-ms98-a-0051,A.61,214.33025,214.41025,The,0.08,
sw2533B-ms98-a-0051,A.61,214.41025,214.80025,Mansion,0.39,
sw2533B-ms98-a-0051,A.61,214.80025,214.89025,at,0.09,
sw2533B-ms98-a-0051,A.61,214.89025,215.13025,Turtle,0.24,
sw2533B-ms98-a-0051,A.61,215.13025,215.38025,Creek,0.25,
sw2533B-ms98-a-0051,A.61,215.38025,215.47025,a,0.09,
sw2533B-ms98-a-0051,A.61,215.47025,216.066625,tip,0.596375,
sw2533B-ms98-a-0051,A.61,216.066625,216.254875,I,0.18825,
sw2533B-ms98-a-0051,A.61,216.254875,216.42375,bet,0.168875,
sw2533B-ms98-a-0051,A.61,216.42375,216.66025,these,0.2365,
sw2533B-ms98-a-0051,A.61,216.66025,216.78025,are,0.12,
sw2533B-ms98-a-0051,A.61,216.78025,217.141375,really,0.361125,
sw2533B-ms98-a-0051,A.61,217.141375,217.39375,good,0.252375,
sw2533B-ms98-a-0051,A.61,217.39375,217.73025,seats,0.3365,
sw2533B-ms98-a-0051,A.61,217.73025,217.9515,and,0.22125,
sw2533B-ms98-a-0051,A.61,217.9515,218.203875,so,0.252375,
sw2533B-ms98-a-0051,A.61,218.203875,218.48025,we,0.276375,
sw2533B-ms98-a-0051,A.61,218.48025,218.69025,ended,0.21,
sw2533B-ms98-a-0051,A.61,218.69025,218.91025,up,0.22,
sw2533B-ms98-a-0051,A.61,218.91025,219.12025,on,0.21,
sw2533B-ms98-a-0051,A.61,219.12025,219.50025,first,0.38,
sw2533B-ms98-a-0051,A.61,219.50025,219.93025,base,0.43,
sw2533B-ms98-a-0051,A.61,219.93025,220.15025,right,0.22,
sw2533B-ms98-a-0051,A.61,220.15025,220.31025,down,0.16,
sw2533B-ms98-a-0051,A.61,220.31025,220.40025,there,0.09,
sw2533B-ms98-a-0051,A.61,220.40025,220.4905,on,0.09025,
sw2533B-ms98-a-0051,A.61,220.4905,220.592125,the,0.101625,
sw2533A-ms98-a-0039,B.62,220.51825,221.09825,[silence],0.58,4
sw2533B-ms98-a-0051,A.61,220.592125,221.10325,floor,0.511125,
sw2533A-ms98-a-0039,B.62,221.09825,221.775875,Wow,0.677625,
sw2533B-ms98-a-0051,A.63,221.10325,221.705875,[silence],0.602625,2
sw2533B-ms98-a-0051,A.63,221.705875,221.87025,oh,0.164375,
sw2533A-ms98-a-0039,B.64,221.775875,222.145375,[silence],0.3695,4
sw2533B-ms98-a-0051,A.63,221.87025,221.97025,yeah,0.1,
sw2533B-ms98-a-0051,A.63,221.97025,222.08025,---,0.11,
sw2533B-ms98-a-0051,A.63,222.08025,222.2955,we,0.21525,
sw2533A-ms98-a-0040,B.64,222.145375,232.924375,[silence],10.779,4
sw2533B-ms98-a-0051,A.63,222.2955,222.36475,---,0.06925,
sw2533B-ms98-a-0051,A.63,222.36475,222.515375,---,0.150625,
sw2533B-ms98-a-0051,A.63,222.515375,222.627,---,0.111625,
sw2533B-ms98-a-0051,A.63,222.627,222.91025,---,0.28325,
sw2533B-ms98-a-0051,A.63,222.91025,223.03025,they,0.12,
sw2533B-ms98-a-0051,A.63,223.03025,223.36025,called,0.33,
sw2533B-ms98-a-0051,A.63,223.36025,223.46025,us,0.1,
sw2533B-ms98-a-0051,A.63,223.46025,223.58025,at,0.12,
sw2533B-ms98-a-0051,A.63,223.58025,223.66025,[silence],0.08,2
sw2533B-ms98-a-0051,A.63,223.66025,224.00025,five,0.34,
sw2533B-ms98-a-0051,A.63,224.00025,224.09025,and,0.09,
sw2533B-ms98-a-0051,A.63,224.09025,224.17025,the,0.08,
sw2533B-ms98-a-0051,A.63,224.17025,224.38025,game,0.21,
sw2533B-ms98-a-0051,A.63,224.38025,224.68025,started,0.3,
sw2533B-ms98-a-0051,A.63,224.68025,224.80025,at,0.12,
sw2533B-ms98-a-0051,A.63,224.80025,224.90025,[silence],0.1,2
sw2533B-ms98-a-0051,A.63,224.90025,225.23025,seven,0.33,
sw2533B-ms98-a-0051,A.63,225.23025,225.29025,so,0.06,
sw2533B-ms98-a-0051,A.63,225.29025,225.38025,we,0.09,
sw2533B-ms98-a-0051,A.63,225.38025,225.51025,just,0.13,
sw2533B-ms98-a-0051,A.63,225.51025,225.68025,[silence],0.17,2
sw2533B-ms98-a-0051,A.63,225.68025,225.89025,threw,0.21,
sw2533B-ms98-a-0051,A.63,225.89025,226.22025,everything,0.33,
sw2533B-ms98-a-0051,A.63,226.22025,226.60025,together,0.38,
sw2533B-ms98-a-0051,A.63,226.60025,226.84025,ran,0.24,
sw2533B-ms98-a-0051,A.63,226.84025,226.95025,over,0.11,
sw2533B-ms98-a-0051,A.63,226.95025,227.04025,and,0.09,
sw2533B-ms98-a-0051,A.63,227.04025,227.17025,got,0.13,
sw2533B-ms98-a-0051,A.63,227.17025,227.23025,the,0.06,
sw2533B-ms98-a-0051,A.63,227.23025,227.63025,tickets,0.4,
sw2533B-ms98-a-0051,A.63,227.63025,227.87025,and,0.24,
sw2533B-ms98-a-0051,A.63,227.87025,228.03325,[silence],0.163,2
sw2533B-ms98-a-0052,A.63,228.03325,228.18325,[silence],0.15,2
sw2533B-ms98-a-0052,A.63,228.18325,228.59325,walked,0.41,
sw2533B-ms98-a-0052,A.63,228.59325,228.765125,and,0.171875,
sw2533B-ms98-a-0052,A.63,228.765125,229.17025,[silence],0.405125,2
sw2533B-ms98-a-0052,A.63,229.17025,229.33325,so,0.163,
sw2533B-ms98-a-0052,A.63,229.33325,229.52325,we,0.19,
sw2533B-ms98-a-0052,A.63,229.52325,229.79325,took,0.27,
sw2533B-ms98-a-0052,A.63,229.79325,229.98325,two,0.19,
sw2533B-ms98-a-0052,A.63,229.98325,230.2795,kids,0.29625,
sw2533B-ms98-a-0052,A.63,230.2795,230.467875,with,0.188375,
sw2533B-ms98-a-0052,A.63,230.467875,230.68325,us,0.215375,
sw2533B-ms98-a-0052,A.63,230.68325,230.80325,and,0.12,
sw2533B-ms98-a-0052,A.63,230.80325,231.18325,nobody,0.38,
sw2533B-ms98-a-0052,A.63,231.18325,231.48325,brings,0.3,
sw2533B-ms98-a-0052,A.63,231.48325,231.68325,two,0.2,
sw2533B-ms98-a-0052,A.63,231.68325,232.12325,children,0.44,
sw2533B-ms98-a-0052,A.63,232.12325,232.22325,in,0.1,
sw2533B-ms98-a-0052,A.63,232.22325,232.516375,these,0.293125,
sw2533B-ms98-a-0052,A.63,232.516375,232.572875,[silence],0.0565,2
sw2533B-ms98-a-0052,A.63,232.572875,232.99325,seats,0.420375,
sw2533A-ms98-a-0041,B.64,232.924375,233.384375,[silence],0.46,4
sw2533B-ms98-a-0052,A.63,232.99325,233.07325,you,0.08,
sw2533B-ms98-a-0052,A.63,233.07325,233.30325,know,0.23,
sw2533B-ms98-a-0052,A.63,233.30325,233.51325,because,0.21,
sw2533A-ms98-a-0041,B.64,233.384375,233.584375,Because,0.2,
sw2533B-ms98-a-0052,A.65,233.51325,234.279875,[silence],0.766625,4
sw2533A-ms98-a-0041,B.64,233.584375,233.694375,they're,0.11,
sw2533A-ms98-a-0041,B.64,233.694375,234.074375,fancy,0.38,
sw2533A-ms98-a-0041,B.64,234.074375,234.394375,seats,0.32,
sw2533B-ms98-a-0053,A.65,234.279875,234.859875,[silence],0.58,4
sw2533A-ms98-a-0041,B.64,234.394375,234.564375,and,0.17,
sw2533A-ms98-a-0041,B.64,234.564375,234.784375,stuff,0.22,
sw2533A-ms98-a-0041,B.66,234.784375,235.172875,[silence],0.3885,4
sw2533B-ms98-a-0053,A.65,234.859875,235.169875,yeah,0.31,
sw2533B-ms98-a-0053,A.65,235.169875,235.299875,and,0.13,
sw2533A-ms98-a-0042,B.66,235.172875,249.3525,[silence],14.179625,4
sw2533B-ms98-a-0053,A.65,235.299875,235.389875,you,0.09,
sw2533B-ms98-a-0053,A.65,235.389875,235.609875,just,0.22,
sw2533B-ms98-a-0053,A.65,235.609875,235.769875,sit,0.16,
sw2533B-ms98-a-0053,A.65,235.769875,236.13975,down,0.369875,
sw2533B-ms98-a-0053,A.65,236.13975,236.475,[silence],0.33525,2
sw2533B-ms98-a-0053,A.65,236.475,236.699875,and,0.224875,
sw2533B-ms98-a-0053,A.65,236.699875,236.839875,all,0.14,
sw2533B-ms98-a-0053,A.65,236.839875,236.899875,the,0.06,
sw2533B-ms98-a-0053,A.65,236.899875,237.209875,girls,0.31,
sw2533B-ms98-a-0053,A.65,237.209875,237.289875,were,0.08,
sw2533B-ms98-a-0053,A.65,237.289875,237.479875,all,0.19,
sw2533B-ms98-a-0053,A.65,237.479875,237.799875,dressed,0.32,
sw2533B-ms98-a-0053,A.65,237.799875,237.979875,up,0.18,
sw2533B-ms98-a-0053,A.65,237.979875,238.089875,---,0.11,
sw2533B-ms98-a-0053,A.65,238.089875,238.159875,---,0.07,
sw2533B-ms98-a-0053,A.65,238.159875,238.449875,---,0.29,
sw2533B-ms98-a-0053,A.65,238.449875,238.529875,you,0.08,
sw2533B-ms98-a-0053,A.65,238.529875,238.789875,know,0.26,
sw2533B-ms98-a-0053,A.65,238.789875,238.879875,I,0.09,
sw2533B-ms98-a-0053,A.65,238.879875,239.089875,just,0.21,
sw2533B-ms98-a-0053,A.65,239.089875,239.259875,was,0.17,
sw2533B-ms98-a-0053,A.65,239.259875,239.619875,there,0.36,
sw2533B-ms98-a-0053,A.65,239.619875,239.759875,you,0.14,
sw2533B-ms98-a-0053,A.65,239.759875,239.889875,know,0.13,
sw2533B-ms98-a-0053,A.65,239.889875,240.049875,like,0.16,
sw2533B-ms98-a-0053,A.65,240.049875,240.179875,I'm,0.13,
sw2533B-ms98-a-0053,A.65,240.179875,240.469875,loaded,0.29,
sw2533B-ms98-a-0053,A.65,240.469875,240.609875,---,0.14,
sw2533B-ms98-a-0053,A.65,240.609875,240.739875,I'm,0.13,
sw2533B-ms98-a-0053,A.65,240.739875,241.079875,here,0.34,
sw2533B-ms98-a-0053,A.65,241.079875,241.189875,you,0.11,
sw2533B-ms98-a-0053,A.65,241.189875,241.396875,know,0.207,
sw2533B-ms98-a-0053,A.65,241.396875,241.89025,[silence],0.493375,2
sw2533B-ms98-a-0053,A.65,241.89025,242.259875,and,0.369625,
sw2533B-ms98-a-0053,A.65,242.259875,242.629875,uh,0.37,
sw2533B-ms98-a-0053,A.65,242.629875,242.779875,it,0.15,
sw2533B-ms98-a-0053,A.65,242.779875,242.929875,was,0.15,
sw2533B-ms98-a-0053,A.65,242.929875,243.109875,just,0.18,
sw2533B-ms98-a-0053,A.65,243.109875,243.289875,kind,0.18,
sw2533B-ms98-a-0053,A.65,243.289875,243.369875,of,0.08,
sw2533B-ms98-a-0053,A.65,243.369875,243.459875,[silence],0.09,2
sw2533B-ms98-a-0053,A.65,243.459875,243.789875,funny,0.33,
sw2533B-ms98-a-0053,A.65,243.789875,244.1095,because,0.319625,
sw2533B-ms98-a-0053,A.65,244.1095,244.248375,[silence],0.138875,2
sw2533B-ms98-a-0054,A.65,244.248375,244.638375,[silence],0.39,2
sw2533B-ms98-a-0054,A.65,244.638375,244.818375,you,0.18,
sw2533B-ms98-a-0054,A.65,244.818375,245.008375,know,0.19,
sw2533B-ms98-a-0054,A.65,245.008375,245.218375,but,0.21,
sw2533B-ms98-a-0054,A.65,245.218375,245.298375,we,0.08,
sw2533B-ms98-a-0054,A.65,245.298375,245.458375,got,0.16,
sw2533B-ms98-a-0054,A.65,245.458375,245.558375,to,0.1,
sw2533B-ms98-a-0054,A.65,245.558375,245.718375,sit,0.16,
sw2533B-ms98-a-0054,A.65,245.718375,245.838375,by,0.12,
sw2533B-ms98-a-0054,A.65,245.838375,246.188375,first,0.35,
sw2533B-ms98-a-0054,A.65,246.188375,246.648375,base,0.46,
sw2533B-ms98-a-0054,A.65,246.648375,246.758375,if,0.11,
sw2533B-ms98-a-0054,A.65,246.758375,246.968375,they,0.21,
sw2533B-ms98-a-0054,A.65,246.968375,246.968375,did,0,
sw2533B-ms98-a-0054,A.65,246.968375,247.138375,hit,0.17,
sw2533B-ms98-a-0054,A.65,247.138375,247.188375,a,0.05,
sw2533B-ms98-a-0054,A.65,247.188375,247.578375,ball,0.39,
sw2533B-ms98-a-0054,A.65,247.578375,247.638375,I,0.06,
sw2533B-ms98-a-0054,A.65,247.638375,247.728375,would,0.09,
sw2533B-ms98-a-0054,A.65,247.728375,247.818375,have,0.09,
sw2533B-ms98-a-0054,A.65,247.818375,247.918375,been,0.1,
sw2533B-ms98-a-0054,A.65,247.918375,248.288375,afraid,0.37,
sw2533B-ms98-a-0054,A.65,248.288375,248.368375,it,0.08,
sw2533B-ms98-a-0054,A.65,248.368375,248.508375,would,0.14,
sw2533B-ms98-a-0054,A.65,248.508375,248.638375,have,0.13,
sw2533B-ms98-a-0054,A.65,248.638375,249.048375,knocked,0.41,
sw2533B-ms98-a-0054,A.65,249.048375,249.128375,my,0.08,
sw2533B-ms98-a-0054,A.65,249.128375,249.568375,face,0.44,
sw2533A-ms98-a-0043,B.66,249.3525,249.9125,[silence],0.56,4
sw2533B-ms98-a-0054,A.65,249.568375,249.768375,in,0.2,
sw2533B-ms98-a-0054,A.65,249.768375,249.838375,you,0.07,
sw2533B-ms98-a-0054,A.65,249.838375,250.058375,know,0.22,
sw2533A-ms98-a-0043,B.66,249.9125,250.023,I,0.1105,
sw2533A-ms98-a-0043,B.66,250.023,250.185875,know,0.162875,
sw2533B-ms98-a-0054,A.67,250.058375,250.752625,[silence],0.69425,4
sw2533A-ms98-a-0043,B.66,250.185875,250.3425,I'm,0.156625,
sw2533A-ms98-a-0043,B.66,250.3425,250.5425,always,0.2,
sw2533A-ms98-a-0043,B.66,250.5425,250.8225,scared,0.28,
sw2533B-ms98-a-0055,A.67,250.752625,251.147,[silence],0.394375,4
sw2533A-ms98-a-0043,B.66,250.8225,250.9025,of,0.08,
sw2533A-ms98-a-0043,B.66,250.9025,251.0825,that,0.18,
sw2533A-ms98-a-0043,B.66,251.0825,251.4125,whenever,0.33,
sw2533B-ms98-a-0055,A.67,251.147,252.040875,[noise],0.893875,
sw2533A-ms98-a-0043,B.66,251.4125,251.4725,I,0.06,
sw2533A-ms98-a-0043,B.66,251.4725,251.6025,go,0.13,
sw2533A-ms98-a-0043,B.66,251.6025,251.7225,to,0.12,
sw2533A-ms98-a-0043,B.66,251.7225,251.7825,a,0.06,
sw2533A-ms98-a-0043,B.66,251.7825,252.070875,game,0.288375,
sw2533B-ms98-a-0055,A.67,252.040875,257.8245,[silence],5.783625,4
sw2533A-ms98-a-0043,B.66,252.070875,252.34425,[silence],0.273375,1
sw2533A-ms98-a-0043,B.66,252.34425,252.528875,I,0.184625,
sw2533A-ms98-a-0043,B.66,252.528875,252.8125,rarely,0.283625,
sw2533A-ms98-a-0043,B.66,252.8125,253.148875,go,0.336375,
sw2533A-ms98-a-0043,B.66,253.148875,253.40875,[silence],0.259875,2
sw2533A-ms98-a-0043,B.66,253.40875,253.5625,but,0.15375,
sw2533A-ms98-a-0043,B.66,253.5625,253.7125,we,0.15,
sw2533A-ms98-a-0043,B.66,253.7125,253.9625,went,0.25,
sw2533A-ms98-a-0043,B.66,253.9625,254.3125,last,0.35,
sw2533A-ms98-a-0043,B.66,254.3125,254.4925,year,0.18,
sw2533A-ms98-a-0043,B.66,254.4925,255.067,because,0.5745,
sw2533A-ms98-a-0043,B.66,255.067,255.383,[silence],0.316,2
sw2533A-ms98-a-0044,B.66,255.383,255.693,[silence],0.31,2
sw2533A-ms98-a-0044,B.66,255.693,255.843,my,0.15,
sw2533A-ms98-a-0044,B.66,255.843,256.22525,brother,0.38225,
sw2533A-ms98-a-0044,B.66,256.22525,256.33225,[silence],0.107,2
sw2533A-ms98-a-0044,B.66,256.33225,256.473,my,0.14075,
sw2533A-ms98-a-0044,B.66,256.473,256.9285,brother,0.4555,
sw2533A-ms98-a-0044,B.66,256.9285,257.003875,[silence],0.075375,2
sw2533A-ms98-a-0044,B.66,257.003875,257.243,is,0.239125,
sw2533A-ms98-a-0044,B.66,257.243,257.873,impossible,0.63,
sw2533B-ms98-a-0056,A.67,257.8245,258.1245,[silence],0.3,4
sw2533A-ms98-a-0044,B.68,257.873,258.083,[silence],0.21,2
sw2533A-ms98-a-0044,B.68,258.083,258.5215,when,0.4385,
sw2533B-ms98-a-0056,A.67,258.1245,258.4745,Uh-huh,0.35,
sw2533B-ms98-a-0056,A.69,258.4745,258.737125,[silence],0.262625,4
sw2533A-ms98-a-0044,B.68,258.5215,258.928375,[silence],0.406875,4
sw2533B-ms98-a-0057,A.69,258.737125,262.296625,[silence],3.5595,4
sw2533A-ms98-a-0044,B.68,258.928375,259.47,um,0.541625,
sw2533A-ms98-a-0044,B.68,259.47,260.050125,[silence],0.580125,2
sw2533A-ms98-a-0044,B.68,260.050125,260.163,he,0.112875,
sw2533A-ms98-a-0044,B.68,260.163,260.393,does,0.23,
sw2533A-ms98-a-0044,B.68,260.393,260.823,football,0.43,
sw2533A-ms98-a-0044,B.68,260.823,261.133,leagues,0.31,
sw2533A-ms98-a-0044,B.68,261.133,261.273,and,0.14,
sw2533A-ms98-a-0044,B.68,261.273,261.643,baseball,0.37,
sw2533A-ms98-a-0044,B.68,261.643,261.883,leagues,0.24,
sw2533A-ms98-a-0044,B.68,261.883,261.973,and,0.09,
sw2533A-ms98-a-0044,B.68,261.973,262.043,all,0.07,
sw2533A-ms98-a-0044,B.68,262.043,262.273,kinds,0.23,
sw2533A-ms98-a-0044,B.68,262.273,262.343,of,0.07,
sw2533B-ms98-a-0058,A.69,262.296625,262.796625,[silence],0.5,4
sw2533A-ms98-a-0044,B.68,262.343,262.62375,stuff,0.28075,
sw2533A-ms98-a-0044,B.70,262.62375,262.947625,[silence],0.323875,4
sw2533B-ms98-a-0058,A.69,262.796625,263.225,Uh-huh,0.428375,
sw2533A-ms98-a-0044,B.70,262.947625,263.123,and,0.175375,
sw2533A-ms98-a-0044,B.70,263.123,263.323,if,0.2,
sw2533B-ms98-a-0058,A.71,263.225,263.7075,[silence],0.4825,4
sw2533A-ms98-a-0044,B.70,263.323,263.513,there's,0.19,
sw2533A-ms98-a-0044,B.70,263.513,263.593,a,0.08,
sw2533A-ms98-a-0044,B.70,263.593,263.903,game,0.31,
sw2533B-ms98-a-0059,A.71,263.7075,265.505375,[silence],1.797875,4
sw2533A-ms98-a-0044,B.70,263.903,264.183,on,0.28,
sw2533A-ms98-a-0044,B.70,264.183,264.333,[silence],0.15,2
sw2533A-ms98-a-0044,B.70,264.333,264.463,he's,0.13,
sw2533A-ms98-a-0044,B.70,264.463,264.893,watching,0.43,
sw2533A-ms98-a-0044,B.70,264.893,265.027125,it,0.134125,
sw2533A-ms98-a-0044,B.70,265.027125,265.143875,[silence],0.11675,1
sw2533A-ms98-a-0044,B.70,265.143875,265.223,I,0.079125,
sw2533A-ms98-a-0044,B.70,265.223,265.343,mean,0.12,
sw2533A-ms98-a-0044,B.70,265.343,265.513,that's,0.17,
sw2533B-ms98-a-0060,A.71,265.505375,265.995375,[silence],0.49,4
sw2533A-ms98-a-0044,B.70,265.513,265.633,all,0.12,
sw2533A-ms98-a-0044,B.70,265.633,265.763,there,0.13,
sw2533A-ms98-a-0044,B.70,265.763,265.883,is,0.12,
sw2533A-ms98-a-0044,B.70,265.883,266.083,to,0.2,
sw2533B-ms98-a-0060,A.71,265.995375,266.491,Really,0.495625,
sw2533A-ms98-a-0044,B.70,266.083,266.193,it,0.11,
sw2533A-ms98-a-0044,B.72,266.193,266.383,[silence],0.19,2
sw2533A-ms98-a-0044,B.72,266.383,266.609,and,0.226,
sw2533B-ms98-a-0060,A.73,266.491,267.072,[silence],0.581,4
sw2533A-ms98-a-0044,B.72,266.609,266.803,he's,0.194,
sw2533A-ms98-a-0044,B.72,266.803,267.143,like,0.34,
sw2533B-ms98-a-0061,A.73,267.072,267.662,[silence],0.59,4
sw2533A-ms98-a-0044,B.72,267.143,267.463,glued,0.32,
sw2533A-ms98-a-0044,B.72,267.463,267.533,[silence],0.07,2
sw2533A-ms98-a-0044,B.72,267.533,267.633,at,0.1,
sw2533A-ms98-a-0044,B.72,267.633,267.693,the,0.06,
sw2533B-ms98-a-0061,A.73,267.662,267.872,---,0.21,
sw2533A-ms98-a-0044,B.72,267.693,268.013,T,0.32,
sw2533B-ms98-a-0061,A.73,267.872,267.982,I'm,0.11,
sw2533B-ms98-a-0061,A.73,267.982,268.192,glad,0.21,
sw2533A-ms98-a-0044,B.72,268.013,268.013,V,0,
sw2533A-ms98-a-0044,B.74,268.013,268.64325,[silence],0.63025,4
sw2533B-ms98-a-0061,A.73,268.192,268.292,my,0.1,
sw2533B-ms98-a-0061,A.73,268.292,268.642,husband's,0.35,
sw2533B-ms98-a-0061,A.73,268.642,268.802,not,0.16,
sw2533A-ms98-a-0045,B.74,268.64325,269.18325,[silence],0.54,4
sw2533B-ms98-a-0061,A.73,268.802,269.022,like,0.22,
sw2533B-ms98-a-0061,A.73,269.022,269.433125,that,0.411125,
sw2533A-ms98-a-0045,B.74,269.18325,269.42425,Oh,0.241,
sw2533A-ms98-a-0045,B.74,269.42425,269.555625,[silence],0.131375,4
sw2533B-ms98-a-0061,A.75,269.433125,269.676125,[silence],0.243,4
sw2533A-ms98-a-0045,B.74,269.555625,269.87325,I'm,0.317625,
sw2533B-ms98-a-0062,A.75,269.676125,271.666125,[silence],1.99,4
sw2533A-ms98-a-0045,B.74,269.87325,270.09325,glad,0.22,
sw2533A-ms98-a-0045,B.74,270.09325,270.21325,my,0.12,
sw2533A-ms98-a-0045,B.74,270.21325,270.53325,husband's,0.32,
sw2533A-ms98-a-0045,B.74,270.53325,270.67325,not,0.14,
sw2533A-ms98-a-0045,B.74,270.67325,270.814625,like,0.141375,
sw2533A-ms98-a-0045,B.74,270.814625,270.961625,that,0.147,
sw2533A-ms98-a-0045,B.74,270.961625,271.20325,either,0.241625,
sw2533A-ms98-a-0045,B.74,271.20325,271.36325,I'd,0.16,
sw2533A-ms98-a-0045,B.74,271.36325,271.57325,kill,0.21,
sw2533A-ms98-a-0045,B.74,271.57325,271.88325,him,0.31,
sw2533B-ms98-a-0063,A.75,271.666125,271.92275,[silence],0.256625,4
sw2533A-ms98-a-0045,B.74,271.88325,273.18325,[laughter],1.3,
sw2533B-ms98-a-0063,A.75,271.92275,273.116125,[laughter],1.193375,
sw2533B-ms98-a-0063,A.75,273.116125,273.1905,[silence],0.074375,4
sw2533A-ms98-a-0045,B.74,273.18325,273.29325,My,0.11,
sw2533B-ms98-a-0064,A.75,273.1905,280.257,[silence],7.0665,4
sw2533A-ms98-a-0045,B.74,273.29325,273.70325,brother's,0.41,
sw2533A-ms98-a-0045,B.74,273.70325,273.94325,like,0.24,
sw2533A-ms98-a-0045,B.74,273.94325,274.33325,that,0.39,
sw2533A-ms98-a-0045,B.74,274.33325,274.531375,[silence],0.198125,2
sw2533A-ms98-a-0045,B.74,274.531375,275.0775,and,0.546125,
sw2533A-ms98-a-0045,B.74,275.0775,275.61325,um,0.53575,
sw2533A-ms98-a-0045,B.74,275.61325,275.92625,[silence],0.313,2
sw2533A-ms98-a-0046,B.74,275.92625,276.40625,[silence],0.48,2
sw2533A-ms98-a-0046,B.74,276.40625,276.60625,see,0.2,
sw2533A-ms98-a-0046,B.74,276.60625,276.72625,he,0.12,
sw2533A-ms98-a-0046,B.74,276.72625,276.97625,goes,0.25,
sw2533A-ms98-a-0046,B.74,276.97625,277.13625,to,0.16,
sw2533A-ms98-a-0046,B.74,277.13625,277.16625,a,0.03,
sw2533A-ms98-a-0046,B.74,277.16625,277.35625,lot,0.19,
sw2533A-ms98-a-0046,B.74,277.35625,277.43625,of,0.08,
sw2533A-ms98-a-0046,B.74,277.43625,277.77625,games,0.34,
sw2533A-ms98-a-0046,B.74,277.77625,277.95625,not,0.18,
sw2533A-ms98-a-0046,B.74,277.95625,277.99625,a,0.04,
sw2533A-ms98-a-0046,B.74,277.99625,278.15625,real,0.16,
sw2533A-ms98-a-0046,B.74,278.15625,278.36625,lot,0.21,
sw2533A-ms98-a-0046,B.74,278.36625,278.45625,but,0.09,
sw2533A-ms98-a-0046,B.74,278.45625,278.51625,he,0.06,
sw2533A-ms98-a-0046,B.74,278.51625,278.74625,tries,0.23,
sw2533A-ms98-a-0046,B.74,278.74625,278.83625,to,0.09,
